,1,2,3,4,5,6,7,group
039885_0136,guitar,voice,drums,synthesizer,piano,bass,violin,4573.0
011561_0433,guitar,voice,drums,synthesizer,piano,bass,violin,4573.0
058431_0220,guitar,voice,drums,synthesizer,piano,bass,violin,4573.0
127609_0118,guitar,voice,drums,synthesizer,piano,cymbals,bass,4574.0
052735_0000,guitar,voice,drums,synthesizer,piano,cymbals,bass,4574.0
143380_0247,guitar,voice,drums,synthesizer,piano,cymbals,mallet_percussion,4575.0
138891_0932,guitar,voice,drums,synthesizer,piano,cymbals,violin,4576.0
027954_0071,guitar,voice,drums,synthesizer,piano,flute,bass,4577.0
154422_0075,guitar,voice,drums,synthesizer,piano,flute,mandolin,4578.0
097240_0613,guitar,voice,drums,synthesizer,piano,flute,violin,4579.0
148300_0041,guitar,voice,drums,synthesizer,piano,mallet_percussion,cymbals,4580.0
027974_0781,guitar,voice,drums,synthesizer,piano,mallet_percussion,saxophone,4581.0
093108_0109,guitar,voice,drums,synthesizer,piano,mallet_percussion,violin,4582.0
071075_0170,guitar,voice,drums,synthesizer,piano,organ,bass,4583.0
040212_0375,guitar,voice,drums,synthesizer,piano,organ,violin,4584.0
046595_0104,guitar,voice,drums,synthesizer,piano,saxophone,bass,4585.0
045434_0052,guitar,voice,drums,synthesizer,piano,ukulele,banjo,4586.0
091965_0007,guitar,voice,drums,synthesizer,piano,violin,accordion,4587.0
059907_0355,guitar,voice,drums,synthesizer,piano,violin,bass,4588.0
114544_0267,guitar,voice,drums,synthesizer,piano,violin,bass,4588.0
125276_0224,guitar,voice,drums,synthesizer,piano,violin,bass,4588.0
128517_0163,guitar,voice,drums,synthesizer,piano,violin,bass,4588.0
010198_0100,guitar,voice,drums,synthesizer,piano,violin,cymbals,4589.0
060340_0010,guitar,voice,drums,synthesizer,piano,violin,flute,4590.0
049260_1312,guitar,voice,drums,synthesizer,piano,violin,mallet_percussion,4591.0
115989_1042,guitar,voice,drums,synthesizer,piano,violin,organ,4592.0
017405_0124,guitar,voice,drums,synthesizer,saxophone,accordion,trumpet,4593.0
142706_0073,guitar,voice,drums,synthesizer,saxophone,bass,piano,4594.0
104821_0154,guitar,voice,drums,synthesizer,saxophone,piano,bass,4595.0
116758_0031,guitar,voice,drums,synthesizer,trombone,trumpet,violin,4596.0
073927_0220,guitar,voice,drums,synthesizer,ukulele,bass,violin,4597.0
106756_0569,guitar,voice,drums,synthesizer,ukulele,violin,bass,4598.0
039503_0007,guitar,voice,drums,synthesizer,ukulele,violin,mallet_percussion,4599.0
146198_0148,guitar,voice,drums,synthesizer,violin,bass,cymbals,4600.0
079440_0287,guitar,voice,drums,synthesizer,violin,bass,cymbals,4600.0
084632_0248,guitar,voice,drums,synthesizer,violin,bass,flute,4601.0
045457_0144,guitar,voice,drums,synthesizer,violin,bass,mallet_percussion,4602.0
034415_0240,guitar,voice,drums,synthesizer,violin,bass,piano,4603.0
007759_0072,guitar,voice,drums,synthesizer,violin,bass,piano,4603.0
118021_0082,guitar,voice,drums,synthesizer,violin,bass,piano,4603.0
105636_0284,guitar,voice,drums,synthesizer,violin,bass,piano,4603.0
104640_0626,guitar,voice,drums,synthesizer,violin,bass,piano,4603.0
128347_0137,guitar,voice,drums,synthesizer,violin,bass,piano,4603.0
151238_0309,guitar,voice,drums,synthesizer,violin,bass,piano,4603.0
078080_0099,guitar,voice,drums,synthesizer,violin,bass,saxophone,4604.0
143032_0158,guitar,voice,drums,synthesizer,violin,flute,bass,4605.0
112173_1221,guitar,voice,drums,synthesizer,violin,flute,bass,4605.0
128946_1012,guitar,voice,drums,synthesizer,violin,flute,piano,4606.0
142098_0105,guitar,voice,drums,synthesizer,violin,organ,piano,4607.0
094654_0213,guitar,voice,drums,synthesizer,violin,piano,bass,4608.0
121684_0033,guitar,voice,drums,synthesizer,violin,piano,bass,4608.0
077464_0383,guitar,voice,drums,synthesizer,violin,piano,bass,4608.0
111234_0091,guitar,voice,drums,synthesizer,violin,piano,cello,4609.0
152166_0173,guitar,voice,drums,synthesizer,violin,ukulele,piano,4610.0
120296_0165,guitar,voice,drums,trombone,piano,trumpet,organ,4611.0
001197_0082,guitar,voice,drums,trombone,synthesizer,bass,saxophone,4612.0
104068_0063,guitar,voice,drums,trombone,trumpet,bass,cymbals,4613.0
129656_0069,guitar,voice,drums,trumpet,bass,synthesizer,piano,4614.0
045098_0078,guitar,voice,drums,trumpet,bass,trombone,saxophone,4615.0
134026_0096,guitar,voice,drums,trumpet,saxophone,trombone,bass,4616.0
051046_0017,guitar,voice,drums,ukulele,bass,cymbals,mandolin,4617.0
130948_0060,guitar,voice,drums,ukulele,bass,cymbals,piano,4618.0
013900_0113,guitar,voice,drums,ukulele,bass,cymbals,violin,4619.0
131775_0008,guitar,voice,drums,ukulele,bass,mandolin,piano,4620.0
018717_0090,guitar,voice,drums,ukulele,bass,piano,cymbals,4621.0
108162_0052,guitar,voice,drums,ukulele,bass,piano,violin,4622.0
045256_0089,guitar,voice,drums,ukulele,bass,synthesizer,harp,4623.0
091380_0030,guitar,voice,drums,ukulele,bass,synthesizer,piano,4624.0
013766_0126,guitar,voice,drums,ukulele,bass,violin,banjo,4625.0
141449_0139,guitar,voice,drums,ukulele,bass,violin,banjo,4625.0
111945_0172,guitar,voice,drums,ukulele,bass,violin,mallet_percussion,4626.0
108082_0205,guitar,voice,drums,ukulele,bass,violin,mandolin,4627.0
119898_0032,guitar,voice,drums,ukulele,harp,bass,mandolin,4628.0
070901_0206,guitar,voice,drums,ukulele,piano,accordion,violin,4629.0
081172_0165,guitar,voice,drums,ukulele,piano,bass,synthesizer,4630.0
018164_0139,guitar,voice,drums,ukulele,synthesizer,banjo,bass,4631.0
014384_0088,guitar,voice,drums,ukulele,synthesizer,bass,piano,4632.0
056953_0020,guitar,voice,drums,ukulele,synthesizer,mallet_percussion,bass,4633.0
082620_0362,guitar,voice,drums,ukulele,synthesizer,mallet_percussion,piano,4634.0
012555_0064,guitar,voice,drums,ukulele,synthesizer,piano,mallet_percussion,4635.0
148061_0066,guitar,voice,drums,ukulele,violin,piano,bass,4636.0
114073_0097,guitar,voice,drums,ukulele,violin,synthesizer,bass,4637.0
060991_0174,guitar,voice,drums,violin,bass,bagpipes,synthesizer,4638.0
121355_0058,guitar,voice,drums,violin,bass,banjo,piano,4639.0
054016_0460,guitar,voice,drums,violin,bass,cello,synthesizer,4640.0
015525_0214,guitar,voice,drums,violin,bass,cymbals,flute,4641.0
006963_0403,guitar,voice,drums,violin,bass,cymbals,mallet_percussion,4642.0
052687_0209,guitar,voice,drums,violin,bass,cymbals,mallet_percussion,4642.0
013763_0003,guitar,voice,drums,violin,bass,cymbals,mallet_percussion,4642.0
039252_0110,guitar,voice,drums,violin,bass,cymbals,piano,4643.0
126044_0107,guitar,voice,drums,violin,bass,cymbals,synthesizer,4644.0
018571_0137,guitar,voice,drums,violin,bass,flute,synthesizer,4645.0
003960_0241,guitar,voice,drums,violin,bass,mallet_percussion,cymbals,4646.0
141522_0298,guitar,voice,drums,violin,bass,mallet_percussion,cymbals,4646.0
045393_0351,guitar,voice,drums,violin,bass,mallet_percussion,synthesizer,4647.0
029379_0073,guitar,voice,drums,violin,bass,organ,cello,4648.0
099649_0124,guitar,voice,drums,violin,bass,organ,piano,4649.0
106657_0184,guitar,voice,drums,violin,bass,organ,piano,4649.0
039786_0126,guitar,voice,drums,violin,bass,organ,piano,4649.0
091849_0280,guitar,voice,drums,violin,bass,piano,cello,4650.0
022533_0081,guitar,voice,drums,violin,bass,piano,organ,4651.0
014964_0152,guitar,voice,drums,violin,bass,piano,synthesizer,4652.0
010604_0012,guitar,voice,drums,violin,bass,piano,synthesizer,4652.0
028072_0090,guitar,voice,drums,violin,bass,saxophone,cymbals,4653.0
038853_0080,guitar,voice,drums,violin,bass,saxophone,piano,4654.0
109193_0149,guitar,voice,drums,violin,bass,saxophone,piano,4654.0
052699_0166,guitar,voice,drums,violin,bass,saxophone,piano,4654.0
052026_0418,guitar,voice,drums,violin,bass,saxophone,synthesizer,4655.0
073855_0156,guitar,voice,drums,violin,bass,saxophone,trumpet,4656.0
149630_0051,guitar,voice,drums,violin,bass,synthesizer,cymbals,4657.0
018063_0252,guitar,voice,drums,violin,bass,synthesizer,cymbals,4657.0
056234_0144,guitar,voice,drums,violin,bass,synthesizer,flute,4658.0
078297_0220,guitar,voice,drums,violin,bass,synthesizer,harmonica,4659.0
083995_0118,guitar,voice,drums,violin,bass,synthesizer,piano,4660.0
115621_0167,guitar,voice,drums,violin,bass,synthesizer,piano,4660.0
136054_0419,guitar,voice,drums,violin,bass,synthesizer,piano,4660.0
066711_1405,guitar,voice,drums,violin,bass,synthesizer,saxophone,4661.0
059682_0136,guitar,voice,drums,violin,bass,synthesizer,ukulele,4662.0
029373_0400,guitar,voice,drums,violin,bass,trombone,trumpet,4663.0
049620_0823,guitar,voice,drums,violin,cello,bass,flute,4664.0
140360_0372,guitar,voice,drums,violin,cello,piano,bass,4665.0
132673_0318,guitar,voice,drums,violin,cymbals,bass,piano,4666.0
003498_0198,guitar,voice,drums,violin,cymbals,bass,piano,4666.0
130768_0290,guitar,voice,drums,violin,flute,bass,banjo,4667.0
025030_0459,guitar,voice,drums,violin,flute,bass,piano,4668.0
080217_0917,guitar,voice,drums,violin,flute,cymbals,saxophone,4669.0
069858_0122,guitar,voice,drums,violin,flute,piano,synthesizer,4670.0
069802_0026,guitar,voice,drums,violin,mallet_percussion,cymbals,bass,4671.0
129923_0116,guitar,voice,drums,violin,mandolin,ukulele,banjo,4672.0
072330_0132,guitar,voice,drums,violin,organ,bass,mallet_percussion,4673.0
155198_0092,guitar,voice,drums,violin,piano,bass,cymbals,4674.0
062430_0025,guitar,voice,drums,violin,piano,bass,mallet_percussion,4675.0
057623_0157,guitar,voice,drums,violin,piano,bass,synthesizer,4676.0
141316_0225,guitar,voice,drums,violin,piano,mallet_percussion,synthesizer,4677.0
139764_0003,guitar,voice,drums,violin,piano,mallet_percussion,synthesizer,4677.0
048308_0046,guitar,voice,drums,violin,piano,mallet_percussion,synthesizer,4677.0
043738_0236,guitar,voice,drums,violin,piano,saxophone,trumpet,4678.0
020005_0005,guitar,voice,drums,violin,piano,synthesizer,bass,4679.0
108360_0135,guitar,voice,drums,violin,saxophone,bass,cymbals,4680.0
109291_0058,guitar,voice,drums,violin,saxophone,piano,trumpet,4681.0
149082_0089,guitar,voice,drums,violin,synthesizer,bass,cello,4682.0
068346_0291,guitar,voice,drums,violin,synthesizer,bass,cymbals,4683.0
082747_0355,guitar,voice,drums,violin,synthesizer,bass,mallet_percussion,4684.0
090459_0089,guitar,voice,drums,violin,synthesizer,bass,mallet_percussion,4684.0
072888_2354,guitar,voice,drums,violin,synthesizer,bass,organ,4685.0
052010_0099,guitar,voice,drums,violin,synthesizer,bass,piano,4686.0
019384_0072,guitar,voice,drums,violin,synthesizer,bass,piano,4686.0
121179_0104,guitar,voice,drums,violin,synthesizer,bass,piano,4686.0
032061_0107,guitar,voice,drums,violin,synthesizer,bass,piano,4686.0
079478_0147,guitar,voice,drums,violin,synthesizer,bass,piano,4686.0
148277_0103,guitar,voice,drums,violin,synthesizer,bass,piano,4686.0
065470_0033,guitar,voice,drums,violin,synthesizer,bass,piano,4686.0
118392_0043,guitar,voice,drums,violin,synthesizer,bass,piano,4686.0
063083_0383,guitar,voice,drums,violin,synthesizer,bass,piano,4686.0
134762_0103,guitar,voice,drums,violin,synthesizer,bass,piano,4686.0
129341_0111,guitar,voice,drums,violin,synthesizer,bass,piano,4686.0
011152_0153,guitar,voice,drums,violin,synthesizer,flute,saxophone,4687.0
094131_0164,guitar,voice,drums,violin,synthesizer,piano,bass,4688.0
032545_0173,guitar,voice,drums,violin,synthesizer,piano,bass,4688.0
043473_0228,guitar,voice,drums,violin,synthesizer,piano,bass,4688.0
128949_0069,guitar,voice,drums,violin,synthesizer,piano,bass,4688.0
123832_0062,guitar,voice,drums,violin,synthesizer,piano,bass,4688.0
107932_0194,guitar,voice,drums,violin,synthesizer,piano,flute,4689.0
082360_0104,guitar,voice,drums,violin,synthesizer,saxophone,organ,4690.0
018606_0063,guitar,voice,drums,violin,trumpet,bass,trombone,4691.0
116354_0048,guitar,voice,drums,violin,trumpet,synthesizer,trombone,4692.0
048202_0016,guitar,voice,drums,violin,ukulele,synthesizer,harp,4693.0
035160_0082,guitar,voice,flute,bass,drums,violin,piano,4694.0
028046_0237,guitar,voice,flute,bass,synthesizer,violin,drums,4695.0
037122_0245,guitar,voice,flute,drums,bass,piano,synthesizer,4696.0
047620_2191,guitar,voice,flute,drums,bass,synthesizer,piano,4697.0
063210_0028,guitar,voice,flute,drums,mallet_percussion,ukulele,piano,4698.0
040321_0178,guitar,voice,flute,drums,piano,synthesizer,violin,4699.0
074419_0148,guitar,voice,flute,drums,synthesizer,bass,piano,4700.0
069052_0101,guitar,voice,flute,drums,trumpet,saxophone,trombone,4701.0
010513_0069,guitar,voice,flute,drums,ukulele,violin,saxophone,4702.0
011582_0062,guitar,voice,flute,drums,violin,saxophone,trumpet,4703.0
040874_0176,guitar,voice,flute,harmonica,ukulele,violin,trumpet,4704.0
153581_0550,guitar,voice,flute,mallet_percussion,violin,synthesizer,piano,4705.0
052946_0009,guitar,voice,flute,piano,bass,violin,drums,4706.0
001209_0127,guitar,voice,flute,piano,mallet_percussion,synthesizer,violin,4707.0
128951_0501,guitar,voice,flute,synthesizer,bass,mallet_percussion,drums,4708.0
067404_1127,guitar,voice,flute,synthesizer,piano,drums,organ,4709.0
100308_0123,guitar,voice,flute,synthesizer,saxophone,organ,violin,4710.0
085217_0194,guitar,voice,flute,synthesizer,violin,bass,piano,4711.0
038173_0173,guitar,voice,flute,synthesizer,violin,drums,piano,4712.0
055224_0027,guitar,voice,flute,ukulele,violin,bass,drums,4713.0
146294_0097,guitar,voice,flute,violin,drums,bass,organ,4714.0
106802_2679,guitar,voice,flute,violin,synthesizer,piano,trumpet,4715.0
139062_0120,guitar,voice,flute,violin,ukulele,piano,clarinet,4716.0
096148_0065,guitar,voice,harmonica,accordion,bass,violin,ukulele,4717.0
065189_0204,guitar,voice,harmonica,accordion,piano,bass,saxophone,4718.0
034730_0021,guitar,voice,harmonica,bass,synthesizer,drums,piano,4719.0
035613_0110,guitar,voice,harmonica,bass,ukulele,drums,synthesizer,4720.0
069233_0010,guitar,voice,harmonica,bass,ukulele,synthesizer,piano,4721.0
092296_0311,guitar,voice,harmonica,synthesizer,bass,drums,piano,4722.0
112104_0185,guitar,voice,harmonica,ukulele,bass,accordion,violin,4723.0
112252_0191,guitar,voice,harmonica,ukulele,violin,harp,bass,4724.0
096139_0328,guitar,voice,harmonica,violin,drums,bass,synthesizer,4725.0
024277_0765,guitar,voice,harmonica,violin,flute,piano,cello,4726.0
009524_0163,guitar,voice,harmonica,violin,piano,organ,drums,4727.0
015975_0250,guitar,voice,harp,bass,piano,drums,ukulele,4728.0
105041_0292,guitar,voice,harp,bass,piano,ukulele,violin,4729.0
092184_0049,guitar,voice,harp,bass,ukulele,drums,mandolin,4730.0
107577_0044,guitar,voice,harp,bass,ukulele,drums,synthesizer,4731.0
128764_0014,guitar,voice,harp,bass,ukulele,drums,violin,4732.0
069767_0084,guitar,voice,harp,bass,ukulele,piano,mandolin,4733.0
092167_0113,guitar,voice,harp,bass,ukulele,piano,mandolin,4733.0
133606_0253,guitar,voice,harp,bass,ukulele,violin,drums,4734.0
016766_0093,guitar,voice,harp,bass,ukulele,violin,piano,4735.0
132808_0208,guitar,voice,harp,drums,mallet_percussion,ukulele,piano,4736.0
085563_0155,guitar,voice,harp,drums,synthesizer,piano,bass,4737.0
106784_2449,guitar,voice,harp,piano,bass,mallet_percussion,synthesizer,4738.0
003832_0139,guitar,voice,harp,piano,bass,ukulele,violin,4739.0
077304_0106,guitar,voice,harp,piano,violin,drums,cello,4740.0
001321_0006,guitar,voice,harp,synthesizer,bass,ukulele,piano,4741.0
107597_0053,guitar,voice,harp,ukulele,bass,mandolin,violin,4742.0
115557_0184,guitar,voice,harp,ukulele,bass,piano,violin,4743.0
128617_0222,guitar,voice,harp,ukulele,bass,piano,violin,4743.0
145623_0155,guitar,voice,harp,ukulele,bass,violin,mandolin,4744.0
107788_0150,guitar,voice,harp,ukulele,piano,mallet_percussion,bass,4745.0
116457_0176,guitar,voice,harp,ukulele,piano,mallet_percussion,violin,4746.0
070601_1121,guitar,voice,harp,ukulele,synthesizer,drums,bass,4747.0
087018_0377,guitar,voice,harp,violin,mallet_percussion,harmonica,piano,4748.0
019417_0033,guitar,voice,harp,violin,piano,cello,bass,4749.0
003538_0110,guitar,voice,mallet_percussion,drums,bass,synthesizer,piano,4750.0
075432_0112,guitar,voice,mallet_percussion,drums,bass,synthesizer,piano,4750.0
013247_0046,guitar,voice,mallet_percussion,drums,bass,synthesizer,violin,4751.0
101292_0089,guitar,voice,mallet_percussion,drums,bass,ukulele,piano,4752.0
149295_0003,guitar,voice,mallet_percussion,drums,flute,piano,synthesizer,4753.0
079441_0024,guitar,voice,mallet_percussion,drums,harmonica,synthesizer,piano,4754.0
123854_0214,guitar,voice,mallet_percussion,drums,piano,bass,ukulele,4755.0
135885_0051,guitar,voice,mallet_percussion,drums,piano,bass,ukulele,4755.0
070777_0014,guitar,voice,mallet_percussion,drums,piano,bass,ukulele,4755.0
149142_0108,guitar,voice,mallet_percussion,drums,piano,synthesizer,bass,4756.0
046993_0028,guitar,voice,mallet_percussion,drums,synthesizer,piano,flute,4757.0
069532_0196,guitar,voice,mallet_percussion,harp,drums,synthesizer,ukulele,4758.0
086973_0602,guitar,voice,mallet_percussion,organ,drums,piano,synthesizer,4759.0
154333_0017,guitar,voice,mallet_percussion,piano,drums,bass,synthesizer,4760.0
092735_0081,guitar,voice,mallet_percussion,piano,drums,bass,ukulele,4761.0
125183_0026,guitar,voice,mallet_percussion,piano,drums,bass,violin,4762.0
021337_0088,guitar,voice,mallet_percussion,piano,drums,ukulele,bass,4763.0
111455_0096,guitar,voice,mallet_percussion,piano,organ,synthesizer,drums,4764.0
040267_0220,guitar,voice,mallet_percussion,piano,synthesizer,violin,bass,4765.0
005051_0025,guitar,voice,mallet_percussion,piano,ukulele,bass,drums,4766.0
135825_0015,guitar,voice,mallet_percussion,piano,ukulele,harp,drums,4767.0
110275_0242,guitar,voice,mallet_percussion,synthesizer,bass,piano,organ,4768.0
069865_0128,guitar,voice,mallet_percussion,synthesizer,drums,bass,piano,4769.0
124590_3207,guitar,voice,mallet_percussion,synthesizer,drums,violin,ukulele,4770.0
108277_1392,guitar,voice,mallet_percussion,synthesizer,harp,organ,piano,4771.0
129711_0043,guitar,voice,mallet_percussion,synthesizer,piano,ukulele,bass,4772.0
016760_0083,guitar,voice,mallet_percussion,synthesizer,piano,ukulele,drums,4773.0
129007_0116,guitar,voice,mallet_percussion,ukulele,bass,drums,piano,4774.0
119953_0026,guitar,voice,mallet_percussion,ukulele,bass,synthesizer,drums,4775.0
096699_0228,guitar,voice,mallet_percussion,ukulele,bass,violin,drums,4776.0
144515_0076,guitar,voice,mallet_percussion,ukulele,drums,piano,violin,4777.0
064881_0005,guitar,voice,mallet_percussion,ukulele,flute,piano,bass,4778.0
114372_0048,guitar,voice,mallet_percussion,ukulele,piano,bass,drums,4779.0
128896_0012,guitar,voice,mallet_percussion,ukulele,piano,drums,bass,4780.0
126580_0096,guitar,voice,mandolin,bass,banjo,ukulele,piano,4781.0
124224_0005,guitar,voice,mandolin,bass,ukulele,drums,banjo,4782.0
136000_0070,guitar,voice,mandolin,drums,flute,bagpipes,ukulele,4783.0
070324_0013,guitar,voice,mandolin,ukulele,piano,harp,violin,4784.0
111240_0025,guitar,voice,organ,bass,piano,violin,drums,4785.0
151195_0467,guitar,voice,organ,bass,piano,violin,drums,4785.0
058880_0166,guitar,voice,organ,cello,piano,bass,violin,4786.0
145976_0001,guitar,voice,organ,drums,piano,bass,violin,4787.0
153973_1658,guitar,voice,organ,drums,synthesizer,bass,piano,4788.0
125240_0127,guitar,voice,organ,piano,bass,flute,violin,4789.0
050608_0346,guitar,voice,organ,piano,bass,synthesizer,cello,4790.0
068514_0050,guitar,voice,organ,piano,bass,trumpet,bagpipes,4791.0
057627_0147,guitar,voice,organ,piano,violin,synthesizer,bass,4792.0
025892_1365,guitar,voice,organ,piano,violin,synthesizer,drums,4793.0
134560_0213,guitar,voice,organ,synthesizer,piano,bass,drums,4794.0
043442_0226,guitar,voice,organ,synthesizer,piano,bass,mallet_percussion,4795.0
064309_0009,guitar,voice,organ,synthesizer,piano,bass,violin,4796.0
044027_0103,guitar,voice,organ,synthesizer,piano,drums,bass,4797.0
066302_0156,guitar,voice,organ,synthesizer,piano,drums,bass,4797.0
033311_0069,guitar,voice,organ,trombone,piano,synthesizer,trumpet,4798.0
013105_0259,guitar,voice,organ,violin,flute,piano,synthesizer,4799.0
149598_0027,guitar,voice,piano,accordion,drums,violin,synthesizer,4800.0
140193_0185,guitar,voice,piano,bass,banjo,violin,drums,4801.0
073456_0107,guitar,voice,piano,bass,drums,synthesizer,cymbals,4802.0
085963_0181,guitar,voice,piano,bass,drums,synthesizer,flute,4803.0
012515_0012,guitar,voice,piano,bass,drums,synthesizer,ukulele,4804.0
148340_0164,guitar,voice,piano,bass,drums,synthesizer,violin,4805.0
021721_0127,guitar,voice,piano,bass,drums,ukulele,mandolin,4806.0
146590_0026,guitar,voice,piano,bass,drums,ukulele,synthesizer,4807.0
066155_0187,guitar,voice,piano,bass,drums,ukulele,synthesizer,4807.0
111612_0184,guitar,voice,piano,bass,drums,violin,harp,4808.0
131371_0061,guitar,voice,piano,bass,drums,violin,organ,4809.0
127956_0368,guitar,voice,piano,bass,drums,violin,synthesizer,4810.0
148488_0019,guitar,voice,piano,bass,drums,violin,synthesizer,4810.0
050816_0035,guitar,voice,piano,bass,drums,violin,ukulele,4811.0
045558_0018,guitar,voice,piano,bass,drums,violin,ukulele,4811.0
104303_0209,guitar,voice,piano,bass,drums,violin,ukulele,4811.0
022256_1069,guitar,voice,piano,bass,flute,organ,synthesizer,4812.0
042464_0193,guitar,voice,piano,bass,harp,drums,violin,4813.0
116264_0143,guitar,voice,piano,bass,harp,mandolin,violin,4814.0
053573_0090,guitar,voice,piano,bass,harp,synthesizer,violin,4815.0
074731_0045,guitar,voice,piano,bass,mallet_percussion,violin,cello,4816.0
022419_0917,guitar,voice,piano,bass,organ,synthesizer,drums,4817.0
032404_1531,guitar,voice,piano,bass,organ,violin,flute,4818.0
154729_0192,guitar,voice,piano,bass,synthesizer,drums,organ,4819.0
075696_0029,guitar,voice,piano,bass,synthesizer,violin,drums,4820.0
121163_0231,guitar,voice,piano,bass,synthesizer,violin,drums,4820.0
101275_0004,guitar,voice,piano,bass,synthesizer,violin,drums,4820.0
022420_0010,guitar,voice,piano,bass,ukulele,drums,mallet_percussion,4821.0
154953_0243,guitar,voice,piano,bass,ukulele,drums,mandolin,4822.0
076628_0066,guitar,voice,piano,bass,ukulele,harp,violin,4823.0
000893_0199,guitar,voice,piano,bass,ukulele,mandolin,violin,4824.0
010475_0131,guitar,voice,piano,bass,ukulele,organ,synthesizer,4825.0
056945_0099,guitar,voice,piano,bass,ukulele,synthesizer,harp,4826.0
032394_0117,guitar,voice,piano,bass,ukulele,synthesizer,violin,4827.0
094440_0001,guitar,voice,piano,bass,violin,drums,mallet_percussion,4828.0
016767_0233,guitar,voice,piano,bass,violin,harp,cello,4829.0
134453_0011,guitar,voice,piano,bass,violin,harp,ukulele,4830.0
009979_0444,guitar,voice,piano,bass,violin,organ,synthesizer,4831.0
035310_0775,guitar,voice,piano,bass,violin,synthesizer,cello,4832.0
047799_0208,guitar,voice,piano,cello,bass,synthesizer,drums,4833.0
025211_0245,guitar,voice,piano,cello,synthesizer,drums,violin,4834.0
135859_0261,guitar,voice,piano,cello,violin,bass,harp,4835.0
018256_0007,guitar,voice,piano,drums,bass,cymbals,synthesizer,4836.0
017115_0142,guitar,voice,piano,drums,bass,cymbals,synthesizer,4836.0
049537_0153,guitar,voice,piano,drums,bass,harp,synthesizer,4837.0
107087_0148,guitar,voice,piano,drums,bass,harp,synthesizer,4837.0
112379_0077,guitar,voice,piano,drums,bass,organ,violin,4838.0
049462_0989,guitar,voice,piano,drums,bass,synthesizer,harp,4839.0
116175_0063,guitar,voice,piano,drums,bass,synthesizer,mallet_percussion,4840.0
136606_0113,guitar,voice,piano,drums,bass,synthesizer,organ,4841.0
145438_0035,guitar,voice,piano,drums,bass,synthesizer,saxophone,4842.0
144164_0199,guitar,voice,piano,drums,bass,synthesizer,ukulele,4843.0
075266_0133,guitar,voice,piano,drums,bass,synthesizer,violin,4844.0
091593_0158,guitar,voice,piano,drums,bass,synthesizer,violin,4844.0
009182_0108,guitar,voice,piano,drums,bass,ukulele,mallet_percussion,4845.0
069188_0113,guitar,voice,piano,drums,bass,violin,harp,4846.0
133967_0078,guitar,voice,piano,drums,bass,violin,mallet_percussion,4847.0
007461_0014,guitar,voice,piano,drums,bass,violin,organ,4848.0
062104_0207,guitar,voice,piano,drums,bass,violin,synthesizer,4849.0
052436_0065,guitar,voice,piano,drums,bass,violin,synthesizer,4849.0
105049_0130,guitar,voice,piano,drums,bass,violin,synthesizer,4849.0
149090_0222,guitar,voice,piano,drums,bass,violin,synthesizer,4849.0
115604_0082,guitar,voice,piano,drums,harp,bass,cymbals,4850.0
136052_0070,guitar,voice,piano,drums,mallet_percussion,bass,violin,4851.0
061541_0717,guitar,voice,piano,drums,mallet_percussion,bass,violin,4851.0
013675_0005,guitar,voice,piano,drums,mallet_percussion,synthesizer,violin,4852.0
000504_0203,guitar,voice,piano,drums,organ,bass,banjo,4853.0
115881_0050,guitar,voice,piano,drums,organ,synthesizer,violin,4854.0
135827_0013,guitar,voice,piano,drums,saxophone,bass,cymbals,4855.0
074666_0119,guitar,voice,piano,drums,saxophone,bass,violin,4856.0
147081_0234,guitar,voice,piano,drums,saxophone,violin,bass,4857.0
143675_0211,guitar,voice,piano,drums,synthesizer,bass,organ,4858.0
033309_0240,guitar,voice,piano,drums,synthesizer,bass,organ,4858.0
065268_0117,guitar,voice,piano,drums,synthesizer,bass,organ,4858.0
052841_0032,guitar,voice,piano,drums,synthesizer,bass,violin,4859.0
077522_0086,guitar,voice,piano,drums,synthesizer,organ,bass,4860.0
128502_0195,guitar,voice,piano,drums,synthesizer,ukulele,bass,4861.0
077729_0163,guitar,voice,piano,drums,synthesizer,violin,mallet_percussion,4862.0
060843_0031,guitar,voice,piano,drums,ukulele,mallet_percussion,mandolin,4863.0
067054_0207,guitar,voice,piano,drums,ukulele,synthesizer,bass,4864.0
078051_0157,guitar,voice,piano,drums,ukulele,violin,bass,4865.0
070276_0631,guitar,voice,piano,drums,violin,cello,bass,4866.0
150681_0175,guitar,voice,piano,drums,violin,flute,mandolin,4867.0
046212_0118,guitar,voice,piano,drums,violin,synthesizer,bass,4868.0
134620_0148,guitar,voice,piano,drums,violin,ukulele,bass,4869.0
140888_0072,guitar,voice,piano,drums,violin,ukulele,synthesizer,4870.0
073160_0044,guitar,voice,piano,harp,bass,violin,cello,4871.0
136324_0156,guitar,voice,piano,harp,ukulele,synthesizer,drums,4872.0
012804_0134,guitar,voice,piano,harp,violin,drums,saxophone,4873.0
144636_0029,guitar,voice,piano,mallet_percussion,drums,cello,violin,4874.0
059142_0311,guitar,voice,piano,mallet_percussion,synthesizer,bass,drums,4875.0
001913_0002,guitar,voice,piano,mallet_percussion,ukulele,bass,drums,4876.0
069599_0202,guitar,voice,piano,mandolin,drums,flute,violin,4877.0
040007_0314,guitar,voice,piano,organ,drums,bass,saxophone,4878.0
138455_0040,guitar,voice,piano,organ,drums,mallet_percussion,saxophone,4879.0
